ticket_nro,sku_variante,cantidad,precio_unitario_cobrado,costo_unitario_historico,subtotal,promocion_id
1706,CIN-MAR-unico,1,33144.89,13257.96,33144.89,
1706,CHU-VER-L,1,33823.38,13529.35,33823.38,
1706,CHU-NEG-M,1,33823.38,13529.35,33823.38,
1707,CIN-TUR-unico,1,33144.89,13257.96,33144.89,
1707,JOG-AZU-XL,2,41361.66,16544.66,82723.32,
1707,JEA-LAV-M,1,21871.44,8748.58,21871.44,
1708,GOR-ROJ-L,1,28716.74,11486.7,28716.74,
1708,CAM-BEI-unico,2,36700.58,14680.23,73401.16,
1708,GOR-GRI-L,1,28716.74,11486.7,28716.74,
1708,CHU-NEG-XL,1,33823.38,13529.35,33823.38,
1709,MUS-AZU-XXL,1,32320.56,12928.22,32320.56,
1709,GOR-GRI-XXL,1,28716.74,11486.7,28716.74,
1709,REM-VIO-L,1,32677.97,13071.19,32677.97,
1709,REM-CEL-XXL,1,34182.8,13673.12,34182.8,
1709,CAM-BLA-M,2,36700.58,14680.23,73401.16,
1710,REM-TUR-M,1,34182.8,13673.12,34182.8,
1710,REM-CEL-XXL,1,34182.8,13673.12,34182.8,
1710,SWE-AZU-S,1,32525.33,13010.13,32525.33,
1711,JOG-ÍND-XL,1,41361.66,16544.66,41361.66,
1711,REM-TUR-S,1,34182.8,13673.12,34182.8,
1711,CIN-ROS-L,1,33144.89,13257.96,33144.89,
1711,CIN-ROS-L,1,33144.89,13257.96,33144.89,
1711,CAM-CEL-unico,1,36700.58,14680.23,36700.58,
1712,CHU-ÍND-L,1,33823.38,13529.35,33823.38,
1712,JEA-LAV-M,1,21871.44,8748.58,21871.44,
1712,JOG-AZU-XL,1,41361.66,16544.66,41361.66,
1712,MUS-AZU-XXL,1,32320.56,12928.22,32320.56,
1712,JEA-NEG-XXL,1,21871.44,8748.58,21871.44,
1713,JOG-CEL-XXL,1,41361.66,16544.66,41361.66,
1713,CAM-BEI-S,1,36700.58,14680.23,36700.58,
1713,MUS-AZU-unico,2,32320.56,12928.22,64641.12,
1713,MUS-AZU-S,1,32320.56,12928.22,32320.56,
1714,CHU-VER-XL,1,33823.38,13529.35,33823.38,
1715,JOG-ÍND-S,2,41361.66,16544.66,82723.32,
1716,CIN-MAR-S,1,33144.89,13257.96,33144.89,
1716,REM-BLA-S,2,32677.97,13071.19,65355.94,
1716,CHU-ÍND-unico,1,33823.38,13529.35,33823.38,
1716,JOG-AZU-L,1,41361.66,16544.66,41361.66,
1716,REM-VIO-XL,1,32677.97,13071.19,32677.97,
1717,JOG-AZU-XL,2,41361.66,16544.66,82723.32,
1718,JEA-LAV-unico,1,21871.44,8748.58,21871.44,
1718,JOG-AZU-XXL,1,41361.66,16544.66,41361.66,
1718,JEA-LAV-M,1,21871.44,8748.58,21871.44,
1718,CHU-VER-M,1,33823.38,13529.35,33823.38,
1718,JEA-NEG-L,1,21871.44,8748.58,21871.44,
1719,BUZ-NEG-S,1,29569.23,11827.69,29569.23,
1719,BUZ-NEG-unico,1,29569.23,11827.69,29569.23,
1720,GOR-GRI-unico,1,28716.74,11486.7,28716.74,
1721,CAM-BLA-L,1,36700.58,14680.23,36700.58,
1721,MUS-CEL-unico,1,32320.56,12928.22,32320.56,
1722,CIN-MAR-XL,1,33144.89,13257.96,33144.89,
1722,MUS-AZU-XXL,1,32320.56,12928.22,32320.56,
1722,GOR-GRI-S,1,28716.74,11486.7,28716.74,
1722,JOG-AZU-L,1,41361.66,16544.66,41361.66,
1722,CIN-MAR-unico,1,33144.89,13257.96,33144.89,
1723,SWE-MAR-XXL,1,32525.33,13010.13,32525.33,
1723,BUZ-AZU-unico,1,29569.23,11827.69,29569.23,
1723,JOG-ÍND-XL,1,41361.66,16544.66,41361.66,
1724,JOG-CEL-XL,1,41361.66,16544.66,41361.66,
1724,REM-TUR-XXL,1,34182.8,13673.12,34182.8,
1724,CAM-BLA-L,1,36700.58,14680.23,36700.58,
1724,GOR-GRI-S,2,28716.74,11486.7,57433.48,
1725,CIN-MAR-XL,1,33144.89,13257.96,33144.89,
1725,REM-CEL-unico,1,34182.8,13673.12,34182.8,
1725,CAM-BLA-L,1,36700.58,14680.23,36700.58,
1726,CHU-ÍND-XXL,1,33823.38,13529.35,33823.38,
1726,REM-TUR-M,2,34182.8,13673.12,68365.6,
1727,JOG-CEL-S,1,41361.66,16544.66,41361.66,
1727,REM-VIO-M,1,32677.97,13071.19,32677.97,
1727,GOR-GRI-M,1,28716.74,11486.7,28716.74,
1728,CIN-MAR-XL,1,33144.89,13257.96,33144.89,
1728,BUZ-NEG-S,1,29569.23,11827.69,29569.23,
1728,CIN-TUR-XXL,1,33144.89,13257.96,33144.89,
1728,JEA-LAV-L,1,21871.44,8748.58,21871.44,
1728,CHU-ÍND-XXL,1,33823.38,13529.35,33823.38,
1729,REM-TUR-M,1,34182.8,13673.12,34182.8,
1729,REM-CEL-XXL,1,34182.8,13673.12,34182.8,
1730,MUS-CEL-unico,1,16160.28,12928.22,16160.28,11.0
1731,MUS-AZU-unico,1,32320.56,12928.22,32320.56,
1732,MUS-CEL-unico,1,32320.56,12928.22,32320.56,
1732,REM-TUR-S,1,34182.8,13673.12,34182.8,
1732,SWE-AZU-M,1,32525.33,13010.13,32525.33,
1733,CIN-MAR-S,1,33144.89,13257.96,33144.89,
1733,MUS-AZU-XXL,1,32320.56,12928.22,32320.56,
1733,JOG-ÍND-XL,1,41361.66,16544.66,41361.66,
1733,JEA-NEG-XL,1,21871.44,8748.58,21871.44,
1733,JOG-CEL-XXL,1,41361.66,16544.66,41361.66,
1734,CHU-NEG-unico,1,33823.38,13529.35,33823.38,
1734,CAM-BEI-L,1,36700.58,14680.23,36700.58,
1734,JOG-AZU-XL,1,41361.66,16544.66,41361.66,
1734,MUS-AZU-S,1,32320.56,12928.22,32320.56,
1735,REM-TUR-M,1,33382.8,13673.12,33382.8,12.0
1736,JOG-CEL-unico,1,41361.66,16544.66,41361.66,
1737,BUZ-AZU-L,1,29569.23,11827.69,29569.23,
1738,CAM-CEL-unico,1,36700.58,14680.23,36700.58,
1738,CHU-ÍND-L,1,33823.38,13529.35,33823.38,
1738,MUS-AZU-XXL,1,32320.56,12928.22,32320.56,
1738,CIN-ROS-L,1,33144.89,13257.96,33144.89,
1738,MUS-AZU-XXL,1,32320.56,12928.22,32320.56,
1739,GOR-GRI-unico,2,28716.74,11486.7,57433.48,
1739,CIN-MAR-S,1,33144.89,13257.96,33144.89,
1739,JEA-LAV-M,1,21871.44,8748.58,21871.44,
1740,SWE-MAR-unico,1,32525.33,13010.13,32525.33,
1740,BUZ-AZU-M,1,29569.23,11827.69,29569.23,
1740,JEA-NEG-XXL,1,21871.44,8748.58,21871.44,
1740,CIN-ROS-XXL,1,33144.89,13257.96,33144.89,
1741,CHU-NEG-XL,1,33823.38,13529.35,33823.38,
1741,CAM-BLA-L,1,36700.58,14680.23,36700.58,
1742,CAM-BLA-S,1,36700.58,14680.23,36700.58,
1742,MUS-CEL-XXL,2,32320.56,12928.22,64641.12,
1742,JOG-ÍND-XXL,1,41361.66,16544.66,41361.66,
1742,JOG-AZU-XL,1,24817.0,16544.66,24817.0,7.0
1742,JOG-AZU-L,1,41361.66,16544.66,41361.66,
1743,REM-BLA-unico,1,32677.97,13071.19,32677.97,
1743,JOG-AZU-L,1,41361.66,16544.66,41361.66,
1743,MUS-CEL-unico,1,32320.56,12928.22,32320.56,
1744,MUS-CEL-XXL,1,32320.56,12928.22,32320.56,
1744,CHU-VER-L,1,33823.38,13529.35,33823.38,
1744,BUZ-NEG-XL,1,29569.23,11827.69,29569.23,
1744,BUZ-AZU-unico,1,29569.23,11827.69,29569.23,
1745,CHU-ÍND-XXL,2,33823.38,13529.35,67646.76,
1745,REM-BLA-XL,1,32677.97,13071.19,32677.97,
1746,MUS-CEL-XXL,1,32320.56,12928.22,32320.56,
1746,JOG-ÍND-L,1,41361.66,16544.66,41361.66,
1746,JOG-AZU-XXL,1,41361.66,16544.66,41361.66,
1746,CHU-ÍND-L,2,33823.38,13529.35,67646.76,
1747,CAM-BEI-unico,1,36700.58,14680.23,36700.58,
1748,BUZ-AZU-M,1,29569.23,11827.69,29569.23,
1749,REM-BLA-XL,1,32677.97,13071.19,32677.97,
1749,BUZ-AZU-unico,1,29569.23,11827.69,29569.23,
1749,REM-TUR-M,1,34182.8,13673.12,34182.8,
1749,JOG-ÍND-M,2,41361.66,16544.66,82723.32,
1750,CHU-VER-M,1,33823.38,13529.35,33823.38,
1750,GOR-ROJ-L,1,28716.74,11486.7,28716.74,
1750,REM-VIO-M,1,32677.97,13071.19,32677.97,
1750,JOG-ÍND-XXL,1,41361.66,16544.66,41361.66,
1751,REM-TUR-S,1,34182.8,13673.12,34182.8,
1752,GOR-ROJ-XXL,1,28716.74,11486.7,28716.74,
1752,JEA-NEG-L,1,21871.44,8748.58,21871.44,
1752,JEA-NEG-XXL,2,21871.44,8748.58,43742.88,
1752,JEA-LAV-unico,1,21871.44,8748.58,21871.44,
1753,CHU-VER-L,1,33823.38,13529.35,33823.38,
1753,JEA-LAV-unico,1,21871.44,8748.58,21871.44,
1753,JOG-AZU-unico,1,41361.66,16544.66,41361.66,
1753,CIN-MAR-XL,1,33144.89,13257.96,33144.89,
1754,CAM-BEI-unico,2,36700.58,14680.23,73401.16,
1754,CIN-ROS-XXL,1,33144.89,13257.96,33144.89,
1754,GOR-ROJ-XL,1,28716.74,11486.7,28716.74,
1755,JOG-ÍND-S,1,41361.66,16544.66,41361.66,
1755,CAM-CEL-XL,1,36700.58,14680.23,36700.58,
1755,CHU-NEG-XL,1,33823.38,13529.35,33823.38,
1756,SWE-AZU-XXL,1,32525.33,13010.13,32525.33,
1756,JEA-LAV-S,1,21871.44,8748.58,21871.44,
1756,JEA-LAV-M,1,21871.44,8748.58,21871.44,
1756,MUS-CEL-XXL,1,32320.56,12928.22,32320.56,
1756,JEA-NEG-L,1,21871.44,8748.58,21871.44,
1757,CIN-TUR-XL,1,33144.89,13257.96,33144.89,
1757,JEA-LAV-unico,1,21871.44,8748.58,21871.44,
1757,JOG-AZU-unico,1,41361.66,16544.66,41361.66,
1757,JOG-ÍND-XL,1,41361.66,16544.66,41361.66,
1758,JOG-CEL-L,1,41361.66,16544.66,41361.66,
1758,MUS-CEL-L,1,32320.56,12928.22,32320.56,
1759,REM-VIO-XXL,1,32677.97,13071.19,32677.97,
1759,REM-TUR-M,1,34182.8,13673.12,34182.8,
1759,JEA-NEG-XL,1,21871.44,8748.58,21871.44,
1760,JOG-AZU-L,1,41361.66,16544.66,41361.66,
1761,CIN-TUR-XL,1,33144.89,13257.96,33144.89,
1761,CAM-BLA-XL,1,36700.58,14680.23,36700.58,
1761,GOR-ROJ-unico,1,28716.74,11486.7,28716.74,
1761,CHU-NEG-XXL,1,33823.38,13529.35,33823.38,
1761,SWE-MAR-M,1,32525.33,13010.13,32525.33,
1762,JEA-NEG-unico,1,21871.44,8748.58,21871.44,
1762,JOG-AZU-L,1,41361.66,16544.66,41361.66,
1762,REM-BLA-unico,1,32677.97,13071.19,32677.97,
1763,CAM-CEL-unico,1,36700.58,14680.23,36700.58,
1763,CIN-ROS-XXL,1,33144.89,13257.96,33144.89,
1763,CIN-MAR-M,2,33144.89,13257.96,66289.78,
1763,JOG-CEL-XXL,1,41361.66,16544.66,41361.66,
1764,MUS-CEL-M,1,32320.56,12928.22,32320.56,
1765,REM-CEL-S,1,34182.8,13673.12,34182.8,
1765,SWE-MAR-L,1,32525.33,13010.13,32525.33,
1765,BUZ-NEG-S,1,29569.23,11827.69,29569.23,
1766,CHU-NEG-XL,1,33823.38,13529.35,33823.38,
1767,REM-CEL-XXL,1,34182.8,13673.12,34182.8,
1767,SWE-MAR-M,1,32525.33,13010.13,32525.33,
1768,CIN-ROS-L,1,33144.89,13257.96,33144.89,
1768,JOG-AZU-XXL,1,41361.66,16544.66,41361.66,
1769,JOG-ÍND-XL,1,41361.66,16544.66,41361.66,
1769,CAM-BEI-M,1,36700.58,14680.23,36700.58,
1769,JEA-NEG-unico,1,21871.44,8748.58,21871.44,
1769,CHU-NEG-S,1,33823.38,13529.35,33823.38,
1769,CIN-MAR-M,1,33144.89,13257.96,33144.89,
1770,GOR-GRI-unico,1,28716.74,11486.7,28716.74,
1770,SWE-MAR-XXL,1,32525.33,13010.13,32525.33,
1771,REM-TUR-XXL,1,34182.8,13673.12,34182.8,
1771,SWE-MAR-unico,1,32525.33,13010.13,32525.33,
1771,MUS-CEL-L,1,32320.56,12928.22,32320.56,
1772,CAM-BLA-L,1,36700.58,14680.23,36700.58,
1773,JOG-AZU-XL,1,41361.66,16544.66,41361.66,
1774,SWE-AZU-XXL,1,32525.33,13010.13,32525.33,
1774,CIN-MAR-XL,1,26515.91,13257.96,26515.91,1.0
1774,BUZ-NEG-S,1,29569.23,11827.69,29569.23,
1774,CIN-TUR-unico,1,33144.89,13257.96,33144.89,
1774,CAM-CEL-unico,1,36700.58,14680.23,36700.58,
1775,BUZ-AZU-unico,1,29569.23,11827.69,29569.23,
1775,REM-CEL-XXL,1,34182.8,13673.12,34182.8,
1775,GOR-GRI-unico,1,28716.74,11486.7,28716.74,
1775,GOR-ROJ-L,2,28716.74,11486.7,57433.48,
1776,GOR-ROJ-XL,1,28716.74,11486.7,28716.74,
1776,CHU-VER-XL,1,33823.38,13529.35,33823.38,
1776,BUZ-NEG-unico,1,29569.23,11827.69,29569.23,
1776,JOG-ÍND-M,1,41361.66,16544.66,41361.66,
1776,JOG-CEL-L,1,41361.66,16544.66,41361.66,
1777,SWE-AZU-S,1,32525.33,13010.13,32525.33,
1777,CHU-ÍND-unico,1,33823.38,13529.35,33823.38,
1777,CAM-BEI-L,1,36700.58,14680.23,36700.58,
1778,CAM-CEL-unico,1,36700.58,14680.23,36700.58,
1779,SWE-MAR-unico,1,32525.33,13010.13,32525.33,
1779,SWE-MAR-M,1,32525.33,13010.13,32525.33,
1779,JEA-NEG-L,1,21871.44,8748.58,21871.44,
1779,CHU-NEG-XL,1,33823.38,13529.35,33823.38,
1780,GOR-GRI-XXL,1,28716.74,11486.7,28716.74,
1780,SWE-MAR-L,1,32525.33,13010.13,32525.33,
1780,CHU-NEG-S,1,33823.38,13529.35,33823.38,
1780,JOG-ÍND-XL,1,41361.66,16544.66,41361.66,
1780,MUS-AZU-M,1,32320.56,12928.22,32320.56,
1781,CAM-BEI-L,1,32296.51,14680.23,32296.51,6.0
1782,JEA-LAV-S,1,21871.44,8748.58,21871.44,
1782,CHU-VER-L,1,33823.38,13529.35,33823.38,
1782,REM-CEL-XXL,1,28029.9,13673.12,28029.9,10.0
1782,CAM-BLA-M,1,36700.58,14680.23,36700.58,
1782,CHU-NEG-XL,2,27735.17,13529.35,55470.34,10.0
1783,GOR-ROJ-L,1,28716.74,11486.7,28716.74,
1783,JOG-AZU-unico,1,26885.08,16544.66,26885.08,8.0
1783,JOG-AZU-XL,1,26885.08,16544.66,26885.08,8.0
1783,CAM-BLA-S,1,23855.38,14680.23,23855.38,8.0
1783,CAM-CEL-S,1,36700.58,14680.23,36700.58,
1784,JOG-CEL-L,1,41361.66,16544.66,41361.66,
1784,JEA-LAV-M,1,21871.44,8748.58,21871.44,
1784,CHU-NEG-S,2,33823.38,13529.35,67646.76,
1784,GOR-ROJ-L,1,28716.74,11486.7,28716.74,
1784,CAM-BEI-S,1,36700.58,14680.23,36700.58,
1785,MUS-CEL-unico,1,32320.56,12928.22,32320.56,
1785,JOG-CEL-XXL,1,41361.66,16544.66,41361.66,
1785,SWE-AZU-M,1,32525.33,13010.13,32525.33,
1786,BUZ-NEG-XL,2,29569.23,11827.69,59138.46,
1786,BUZ-NEG-unico,1,29569.23,11827.69,29569.23,
1787,MUS-AZU-XXL,2,32320.56,12928.22,64641.12,
1788,JOG-CEL-unico,1,41361.66,16544.66,41361.66,
1789,CIN-TUR-XL,2,33144.89,13257.96,66289.78,
1789,CHU-ÍND-XXL,1,33823.38,13529.35,33823.38,
1789,CHU-ÍND-unico,1,33823.38,13529.35,33823.38,
1790,CHU-ÍND-XXL,1,33823.38,13529.35,33823.38,
1790,GOR-GRI-S,1,14358.37,11486.7,14358.37,11.0
1790,MUS-AZU-XXL,1,16160.28,12928.22,16160.28,11.0
1790,CIN-MAR-M,1,33144.89,13257.96,33144.89,
1791,BUZ-NEG-unico,1,29569.23,11827.69,29569.23,
1791,GOR-ROJ-S,2,28716.74,11486.7,57433.48,
1791,MUS-CEL-L,1,32320.56,12928.22,32320.56,
1792,SWE-MAR-XXL,1,32525.33,13010.13,32525.33,
1792,JOG-AZU-unico,1,41361.66,16544.66,41361.66,
1792,REM-VIO-XL,2,32677.97,13071.19,65355.94,
1792,BUZ-NEG-unico,1,29569.23,11827.69,29569.23,
1792,JEA-LAV-S,1,21871.44,8748.58,21871.44,
1793,CIN-ROS-L,1,33144.89,13257.96,33144.89,
1793,GOR-GRI-M,1,28716.74,11486.7,28716.74,
1793,JEA-NEG-unico,1,21871.44,8748.58,21871.44,
1793,BUZ-NEG-XL,1,29569.23,11827.69,29569.23,
1793,JOG-AZU-XL,1,41361.66,16544.66,41361.66,
1794,MUS-AZU-unico,1,32320.56,12928.22,32320.56,
1794,REM-VIO-L,1,32677.97,13071.19,32677.97,
1794,CHU-ÍND-XL,1,33823.38,13529.35,33823.38,
1795,MUS-AZU-XXL,1,32320.56,12928.22,32320.56,
1795,REM-CEL-XXL,1,34182.8,13673.12,34182.8,
1796,MUS-CEL-S,1,32320.56,12928.22,32320.56,
1796,GOR-GRI-XXL,1,28716.74,11486.7,28716.74,
1796,REM-VIO-XXL,2,32677.97,13071.19,65355.94,
1796,CHU-NEG-XXL,1,33823.38,13529.35,33823.38,
1797,CHU-VER-L,1,33823.38,13529.35,33823.38,
1797,CIN-MAR-M,1,33144.89,13257.96,33144.89,
1798,GOR-ROJ-S,1,25845.07,11486.7,25845.07,2.0
1798,CHU-VER-S,2,33823.38,13529.35,67646.76,
1798,GOR-GRI-L,1,25845.07,11486.7,25845.07,2.0
1799,SWE-AZU-S,2,32525.33,13010.13,65050.66,
1799,MUS-AZU-S,1,32320.56,12928.22,32320.56,
1799,CHU-ÍND-L,1,33823.38,13529.35,33823.38,
1799,SWE-MAR-XXL,1,32525.33,13010.13,32525.33,
1800,CAM-BLA-XL,1,36700.58,14680.23,36700.58,
1800,REM-TUR-M,1,34182.8,13673.12,34182.8,
1800,GOR-ROJ-XXL,1,28716.74,11486.7,28716.74,
1800,SWE-MAR-S,2,32525.33,13010.13,65050.66,
1801,CHU-NEG-S,2,27735.17,13529.35,55470.34,10.0
1801,REM-TUR-M,1,34182.8,13673.12,34182.8,
1801,CHU-NEG-XXL,1,27735.17,13529.35,27735.17,10.0
1801,CHU-NEG-unico,1,27735.17,13529.35,27735.17,10.0
1801,CAM-BEI-unico,1,36700.58,14680.23,36700.58,
1802,REM-VIO-XL,1,32677.97,13071.19,32677.97,
1802,JOG-CEL-S,1,41361.66,16544.66,41361.66,
1803,MUS-CEL-S,1,32320.56,12928.22,32320.56,
1804,JEA-NEG-XXL,1,21871.44,8748.58,21871.44,
1804,JEA-LAV-L,1,21871.44,8748.58,21871.44,
1805,SWE-AZU-S,1,32525.33,13010.13,32525.33,
1805,CHU-ÍND-unico,1,33823.38,13529.35,33823.38,
1805,REM-CEL-XXL,1,34182.8,13673.12,34182.8,
1805,CAM-BLA-XL,1,36700.58,14680.23,36700.58,
1805,MUS-AZU-XXL,1,32320.56,12928.22,32320.56,
1806,CHU-NEG-M,1,33823.38,13529.35,33823.38,
1806,CIN-ROS-XXL,1,33144.89,13257.96,33144.89,
1806,CIN-TUR-XXL,1,33144.89,13257.96,33144.89,
1806,REM-CEL-unico,2,34182.8,13673.12,68365.6,
1807,BUZ-AZU-unico,1,29569.23,11827.69,29569.23,
1807,CHU-ÍND-unico,1,33823.38,13529.35,33823.38,
1807,JEA-LAV-L,2,21871.44,8748.58,43742.88,
1807,REM-CEL-unico,1,34182.8,13673.12,34182.8,
1807,REM-VIO-XL,1,32677.97,13071.19,32677.97,
1808,CHU-NEG-M,1,33823.38,13529.35,33823.38,
1809,GOR-ROJ-S,1,28716.74,11486.7,28716.74,
1809,SWE-MAR-M,1,32525.33,13010.13,32525.33,
1809,REM-VIO-L,1,32677.97,13071.19,32677.97,
1809,CIN-MAR-L,1,33144.89,13257.96,33144.89,
1809,CHU-NEG-XXL,1,33823.38,13529.35,33823.38,
1810,BUZ-AZU-unico,1,29569.23,11827.69,29569.23,
1810,CIN-TUR-unico,1,33144.89,13257.96,33144.89,
1811,SWE-MAR-S,2,32525.33,13010.13,65050.66,
1811,CIN-ROS-S,1,33144.89,13257.96,33144.89,
1811,JOG-ÍND-L,1,41361.66,16544.66,41361.66,
1812,JOG-CEL-L,1,41361.66,16544.66,41361.66,
1813,MUS-AZU-XXL,1,32320.56,12928.22,32320.56,
1813,SWE-AZU-S,2,32525.33,13010.13,65050.66,
1813,REM-TUR-XXL,1,34182.8,13673.12,34182.8,
1813,REM-VIO-L,1,32677.97,13071.19,32677.97,
1814,GOR-ROJ-unico,1,28716.74,11486.7,28716.74,
1815,REM-BLA-unico,1,32677.97,13071.19,32677.97,
1815,MUS-CEL-S,1,32320.56,12928.22,32320.56,
1816,MUS-CEL-unico,1,32320.56,12928.22,32320.56,
1816,JEA-NEG-M,1,21871.44,8748.58,21871.44,
1816,MUS-AZU-unico,1,32320.56,12928.22,32320.56,
1817,REM-TUR-XXL,1,34182.8,13673.12,34182.8,
1817,CAM-CEL-XL,1,36700.58,14680.23,36700.58,
1818,GOR-ROJ-unico,1,28716.74,11486.7,28716.74,
1818,CIN-TUR-unico,1,33144.89,13257.96,33144.89,
1818,SWE-MAR-unico,1,32525.33,13010.13,32525.33,
1818,REM-BLA-unico,1,32677.97,13071.19,32677.97,
1818,REM-VIO-XXL,1,32677.97,13071.19,32677.97,
1819,CIN-MAR-S,1,33144.89,13257.96,33144.89,
1819,JOG-AZU-unico,2,41361.66,16544.66,82723.32,
1819,MUS-AZU-XXL,1,32320.56,12928.22,32320.56,
1819,JEA-LAV-M,1,21871.44,8748.58,21871.44,
1820,REM-VIO-XL,1,32677.97,13071.19,32677.97,
1820,CHU-VER-L,1,33823.38,13529.35,33823.38,
1820,JOG-CEL-XXL,1,41361.66,16544.66,41361.66,
1820,BUZ-NEG-S,2,29569.23,11827.69,59138.46,
1821,JOG-AZU-L,1,41361.66,16544.66,41361.66,
1822,MUS-AZU-XXL,1,32320.56,12928.22,32320.56,
1823,JEA-NEG-unico,1,21871.44,8748.58,21871.44,
1824,MUS-CEL-L,1,32320.56,12928.22,32320.56,
1824,CHU-ÍND-L,1,33823.38,13529.35,33823.38,
1824,GOR-ROJ-XL,1,28716.74,11486.7,28716.74,
1825,MUS-AZU-M,1,32320.56,12928.22,32320.56,
1825,JOG-AZU-L,1,41361.66,16544.66,41361.66,
1826,CIN-MAR-XL,2,33144.89,13257.96,66289.78,
1826,CHU-VER-S,1,33823.38,13529.35,33823.38,
1826,CHU-ÍND-XL,1,33823.38,13529.35,33823.38,
1827,SWE-AZU-S,1,32525.33,13010.13,32525.33,
1827,CHU-NEG-S,1,21985.2,13529.35,21985.2,8.0
1827,SWE-MAR-S,1,32525.33,13010.13,32525.33,
1827,SWE-AZU-M,1,32525.33,13010.13,32525.33,
1827,CAM-BLA-S,1,36700.58,14680.23,36700.58,
1828,MUS-AZU-unico,1,32320.56,12928.22,32320.56,
1828,CAM-BEI-XXL,1,36700.58,14680.23,36700.58,
1829,CIN-MAR-M,1,33144.89,13257.96,33144.89,
1830,SWE-MAR-unico,1,32525.33,13010.13,32525.33,
1830,JOG-AZU-XL,1,40561.66,16544.66,40561.66,12.0
1830,JOG-CEL-XL,1,40561.66,16544.66,40561.66,12.0
1830,JEA-LAV-unico,1,21071.44,8748.58,21071.44,12.0
1831,REM-VIO-L,1,32677.97,13071.19,32677.97,
1831,REM-VIO-M,1,24508.48,13071.19,24508.48,4.0
1831,REM-VIO-XL,1,32677.97,13071.19,32677.97,
1831,CHU-NEG-XXL,1,33823.38,13529.35,33823.38,
1832,BUZ-AZU-L,1,29569.23,11827.69,29569.23,
1832,GOR-GRI-XXL,1,28716.74,11486.7,28716.74,
1832,BUZ-AZU-M,2,29569.23,11827.69,59138.46,
1832,REM-BLA-unico,1,32677.97,13071.19,32677.97,
1833,BUZ-AZU-L,1,29569.23,11827.69,29569.23,
1833,CHU-NEG-S,1,33823.38,13529.35,33823.38,
1833,MUS-AZU-unico,1,32320.56,12928.22,32320.56,
1833,JEA-LAV-L,1,21871.44,8748.58,21871.44,
1834,GOR-ROJ-L,1,28716.74,11486.7,28716.74,
1834,CIN-TUR-unico,1,33144.89,13257.96,33144.89,
1834,CHU-ÍND-XXL,2,33823.38,13529.35,67646.76,
1835,BUZ-NEG-unico,1,29569.23,11827.69,29569.23,
1836,GOR-ROJ-XL,1,28716.74,11486.7,28716.74,
1836,GOR-GRI-unico,1,28716.74,11486.7,28716.74,
1837,CHU-ÍND-L,1,33823.38,13529.35,33823.38,
1837,MUS-CEL-L,1,32320.56,12928.22,32320.56,
1837,CIN-MAR-XL,1,33144.89,13257.96,33144.89,
1838,JOG-ÍND-L,1,41361.66,16544.66,41361.66,
1838,GOR-GRI-L,1,28716.74,11486.7,28716.74,
1839,BUZ-AZU-M,1,29569.23,11827.69,29569.23,
1840,MUS-CEL-L,1,32320.56,12928.22,32320.56,
1840,CHU-VER-L,1,33823.38,13529.35,33823.38,
1840,REM-VIO-XL,1,32677.97,13071.19,32677.97,
1841,CIN-MAR-XL,1,33144.89,13257.96,33144.89,
1841,REM-BLA-unico,1,32677.97,13071.19,32677.97,
1841,CHU-ÍND-unico,1,33823.38,13529.35,33823.38,
1842,BUZ-NEG-XL,2,28769.23,11827.69,57538.46,12.0
1842,GOR-GRI-S,1,28716.74,11486.7,28716.74,
1843,MUS-AZU-XXL,1,32320.56,12928.22,32320.56,
1843,CAM-CEL-unico,1,36700.58,14680.23,36700.58,
1844,JOG-AZU-XL,2,41361.66,16544.66,82723.32,
1844,GOR-GRI-M,1,28716.74,11486.7,28716.74,
1844,CIN-MAR-L,1,33144.89,13257.96,33144.89,
1844,JEA-NEG-XXL,1,21871.44,8748.58,21871.44,
1845,CAM-BEI-M,1,36700.58,14680.23,36700.58,
1845,MUS-CEL-L,1,32320.56,12928.22,32320.56,
1845,REM-BLA-unico,1,32677.97,13071.19,32677.97,
1845,REM-CEL-unico,1,34182.8,13673.12,34182.8,
1845,CIN-MAR-S,1,33144.89,13257.96,33144.89,
1846,CIN-TUR-XXL,1,33144.89,13257.96,33144.89,
1846,CAM-BEI-M,1,36700.58,14680.23,36700.58,
1846,CAM-CEL-S,1,36700.58,14680.23,36700.58,
1846,JOG-CEL-XXL,1,41361.66,16544.66,41361.66,
1847,JEA-LAV-L,1,21871.44,8748.58,21871.44,
1847,GOR-ROJ-XXL,2,28716.74,11486.7,57433.48,
1847,SWE-MAR-unico,1,32525.33,13010.13,32525.33,
1847,CIN-MAR-M,2,33144.89,13257.96,66289.78,
1848,SWE-AZU-M,1,32525.33,13010.13,32525.33,
1848,BUZ-AZU-unico,1,29569.23,11827.69,29569.23,
1848,CAM-BLA-M,2,36700.58,14680.23,73401.16,
1849,CIN-MAR-S,1,33144.89,13257.96,33144.89,
1849,SWE-AZU-M,2,32525.33,13010.13,65050.66,
1849,CAM-BEI-M,1,36700.58,14680.23,36700.58,
1849,BUZ-AZU-unico,1,29569.23,11827.69,29569.23,
1849,CHU-NEG-unico,1,33823.38,13529.35,33823.38,
1850,JEA-NEG-unico,1,21871.44,8748.58,21871.44,
1850,CIN-ROS-S,1,33144.89,13257.96,33144.89,
